id_produto,cod_artigo,des_artigo,des_categoria,des_linha,des_colecao,cod_fornecedor,des_status
2626,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
2627,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2628,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2629,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2630,01.11.11,PIJAMA ABERTO - 3335,LINHA NOITE,INDEFINIDA,VERAO - 2016,LU MODAS,FORA DE LINHA
2631,01.11.11,PIJAMA ABERTO - 3335,LINHA NOITE,INDEFINIDA,VERAO - 2016,LU MODAS,FORA DE LINHA
2632,01.11.11,PIJAMA ABERTO - 3335,LINHA NOITE,INDEFINIDA,VERAO - 2016,LU MODAS,FORA DE LINHA
2633,01.11.11,PIJAMA ABERTO - 3335,LINHA NOITE,INDEFINIDA,VERAO - 2016,LU MODAS,FORA DE LINHA
2634,01.11.11,PIJAMA ABERTO - 3335,LINHA NOITE,INDEFINIDA,VERAO - 2016,LU MODAS,FORA DE LINHA
2635,01.11.11,PIJAMA ABERTO - 3335,LINHA NOITE,INDEFINIDA,VERAO - 2016,LU MODAS,FORA DE LINHA
2636,01.11.12,PIJAMA CASAQUINHO - PAMELA,LINHA NOITE,INDEFINIDA,INVERNO - 2015,LU MODAS,INATIVO
2637,01.11.12,PIJAMA CASAQUINHO - PAMELA,LINHA NOITE,INDEFINIDA,INVERNO - 2015,LU MODAS,INATIVO
2638,01.11.12,PIJAMA CASAQUINHO - PAMELA,LINHA NOITE,INDEFINIDA,INVERNO - 2015,LU MODAS,INATIVO
2639,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2640,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2641,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2642,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2643,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2644,01.28.29,EXTENSOR 2 GANCHOS - 999,ACESSORIOS,FUNCAO,CONTINUO,VISLUMBRE,INATIVO
2645,01.28.31,EXTENSOR 3 GANCHOS LARGO - 999,ACESSORIOS,FUNCAO,CONTINUO,VISLUMBRE,INATIVO
2646,01.28.31,EXTENSOR 3 GANCHOS LARGO - 999,ACESSORIOS,FUNCAO,CONTINUO,VISLUMBRE,INATIVO
2647,01.18.56,TOP BOJO DET  - JACK 993887,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2648,01.18.56,TOP BOJO DET  - JACK 993887,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2649,01.18.56,TOP BOJO DET  - JACK 993887,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2650,01.18.57,TOP TQC - JACK 993893,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2651,01.18.57,TOP TQC - JACK 993893,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2652,01.18.58,TOP BOJO- JACK 993890,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2653,01.18.58,TOP BOJO- JACK 993890,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2654,01.18.58,TOP BOJO- JACK 993890,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2655,01.18.59,TOP S/BOJO - JACK 994117,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2656,01.18.59,TOP S/BOJO - JACK 994117,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2657,01.19.56,CALÇA BOMBOM - JACK 993887,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2658,01.19.56,CALÇA BOMBOM - JACK 993887,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2659,01.19.56,CALÇA BOMBOM - JACK 993887,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2660,01.19.56,CALÇA BOMBOM - JACK 993887,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2661,01.19.56,CALÇA BOMBOM - JACK 993887,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2662,01.19.57,CALÇA BIQUINI - JACK 993893,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2663,01.19.57,CALÇA BIQUINI - JACK 993893,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2664,01.19.58,CALÇA BIQUINI - JACK 993890,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2665,01.19.58,CALÇA BIQUINI - JACK 993890,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2666,01.19.58,CALÇA BIQUINI - JACK 993890,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2667,01.19.59,CALÇA BOMBOM TG - JACK 994117,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2668,01.19.59,CALÇA BOMBOM TG - JACK 994117,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2669,01.20.31,MAIO BOJO DRAPE - SA992331,MODA PRAIA,BASICO,VERAO - 2016,JACKLINNE,INATIVO
2670,01.20.31,MAIO BOJO DRAPE - SA992331,MODA PRAIA,BASICO,VERAO - 2016,JACKLINNE,SALDO
2671,01.20.31,MAIO BOJO DRAPE - SA992331,MODA PRAIA,BASICO,VERAO - 2016,JACKLINNE,SALDO
2672,01.20.32,MAIO C/BOJO TQC - JACK 992452,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2673,01.20.32,MAIO C/BOJO TQC - JACK 992452,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2674,01.20.32,MAIO C/BOJO TQC - JACK 992452,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2675,01.20.33,MAIO S/BOJO - JACK 992218,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2676,01.20.33,MAIO S/BOJO - JACK 992218,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2677,01.20.33,MAIO S/BOJO - JACK 992218,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2678,03.06.06,BIQ INF S/BOJO - JACK 991446,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2679,03.06.07,BIQ INF S/BOJO - JACK 991447,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2680,03.06.07,BIQ INF S/BOJO - JACK 991447,MODA PRAIA,BASICO,VERAO - 2014,JACKLINNE,INATIVO
2681,01.18.60,TOP BOJO NO EST - SAM009,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2682,01.18.60,TOP BOJO NO EST - SAM009,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2683,01.18.60,TOP BOJO NO EST - SAM009,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2684,01.18.61,TOP BOJO NO LISO - SAM010,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,SALDO
2685,01.18.61,TOP BOJO NO LISO - SAM010,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,SALDO
2686,01.18.61,TOP BOJO NO LISO - SAM010,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2687,01.18.61,TOP BOJO NO LISO - SAM010,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2688,01.18.61,TOP BOJO NO LISO - SAM010,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2689,01.18.61,TOP BOJO NO LISO - SAM010,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2690,01.18.63,TOP BASE BOJO EST - SAM012,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2691,01.18.63,TOP BASE BOJO EST - SAM012,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2692,01.18.63,TOP BASE BOJO EST - SAM012,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2693,06.03.02,PIJAMA JUV MASCULINO - 6039,LINHA NOITE,INDEFINIDA,VERAO - 2016,SONHO DE PIJAMA,AGRUPADO
2694,07.07.01,PIJAMA JUV FEMININO - 5055,LINHA NOITE,INDEFINIDA,VERAO - 2016,SONHO DE PIJAMA,INATIVO
2695,07.07.01,PIJAMA JUV FEMININO - 5055,LINHA NOITE,INDEFINIDA,VERAO - 2016,SONHO DE PIJAMA,INATIVO
2696,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
2697,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
2698,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
2699,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2700,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2701,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2702,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2703,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2704,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2705,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2706,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2707,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2708,01.12.24,SHORTDOLL RENDA SHORT - SOL,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
2709,01.08.22,BLUSA MC ENJOY THINGS -C3823,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2710,01.03.04,MODELADOR BOJO- 1601,UNDERWARE,SHAPEWARE,CONTINUO,VI LINGERIE,ATIVO
2711,01.03.04,MODELADOR BOJO- 1601,UNDERWARE,SHAPEWARE,CONTINUO,VI LINGERIE,ATIVO
2712,01.02.10,CINTA CIRURGICA - 1628,UNDERWARE,SHAPEWARE,CONTINUO,VI LINGERIE,ATIVO
2713,01.02.13,CINTA ALTA FIO - 340127,UNDERWARE,SHAPEWARE,CONTINUO,VI LINGERIE,ATIVO
2714,01.03.04,MODELADOR BOJO- 1601,UNDERWARE,SHAPEWARE,CONTINUO,VI LINGERIE,ATIVO
2715,01.01.09,SOUTIEN SUSTENTAÇÃO- 1614,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,INATIVO
2716,01.02.35,CALCA PLUS SIZE RENDA -220176,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,SALDO
2717,01.02.03,FIO DUPLO - 120184,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,ATIVO
2718,01.44.9,BLAZER CORTE LASER - BRS0714,VESTUARIO,CASUAL,CONTINUO,BRAS,ATIVO
2719,01.02.06,TANGA - 1484,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,ATIVO
2720,01.01.04,SOUTIEN BASE - 110179,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,ATIVO
2721,01.02.10,CINTA CIRURGICA - 1628,UNDERWARE,SHAPEWARE,CONTINUO,VI LINGERIE,ATIVO
2722,01.02.13,CINTA ALTA FIO - 340127,UNDERWARE,SHAPEWARE,CONTINUO,VI LINGERIE,ATIVO
2723,01.01.03,SOUTIEN  PUSH UP - 110178,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,ATIVO
2724,01.02.07,BIQUINI - 120186,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,SALDO
2725,01.44.9,BLAZER CORTE LASER - BRS0714,VESTUARIO,CASUAL,CONTINUO,BRAS,ATIVO
2726,01.14.13,SHORTS SARJA C/CINTO - C7257,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2727,01.14.13,SHORTS SARJA C/CINTO - C7257,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2728,01.14.13,SHORTS SARJA C/CINTO - C7257,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2729,01.44.9,BLAZER CORTE LASER - BRS0714,VESTUARIO,CASUAL,CONTINUO,BRAS,ATIVO
2730,01.14.14,SHORTS ESTAMPADO GEO - C7265,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2731,01.14.14,SHORTS ESTAMPADO GEO - C7265,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2732,01.14.14,SHORTS ESTAMPADO GEO - C7265,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2733,01.70.44,SOUTIEN STRAPPY RS- 3583,UNDERWARE,RENDA,INDEFINIDA,ROSA SAFIRA,SALDO
2734,01.15.21,VESTIDO CURTO CHIFFON - C7260,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2735,01.15.21,VESTIDO CURTO CHIFFON - C7260,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2736,01.70.44,SOUTIEN STRAPPY RS- 3583,UNDERWARE,RENDA,INDEFINIDA,ROSA SAFIRA,SALDO
2737,01.15.21,VESTIDO CURTO CHIFFON - C7260,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2738,01.15.21,VESTIDO CURTO CHIFFON - C7260,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2739,01.15.21,VESTIDO CURTO CHIFFON - C7260,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2740,01.15.22,VESTIDO CURTO VISCOSE - C7263,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2741,01.15.22,VESTIDO CURTO VISCOSE - C7263,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2742,01.16.13,REGATA CORES - C2606,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2743,01.16.13,REGATA CORES - C2606,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2744,01.16.13,REGATA CORES - C2606,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2745,01.16.14,REGATA YOUNG LOVE - C2607,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2746,01.16.14,REGATA YOUNG LOVE - C2607,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2747,01.16.14,REGATA YOUNG LOVE - C2607,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2748,01.16.14,REGATA YOUNG LOVE - C2607,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2749,01.16.15,REGATA DISNEY MICKEY - D2301,VESTUARIO,JOVEM,VERAO - 2014,CATIVA,INATIVO
2750,01.16.15,REGATA DISNEY MICKEY - D2301,VESTUARIO,JOVEM,VERAO - 2014,CATIVA,INATIVO
2751,01.16.16,REGATA DISNEY MINNIE - D2301,VESTUARIO,JOVEM,VERAO - 2014,CATIVA,INATIVO
2752,01.16.17,REGATA DISNEY PLUTO - D2301,VESTUARIO,JOVEM,VERAO - 2014,CATIVA,SALDO
2753,01.16.17,REGATA DISNEY PLUTO - D2301,VESTUARIO,JOVEM,VERAO - 2014,CATIVA,SALDO
2754,01.01.07,SOUTIEN TQC - 1434,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,ATIVO
2755,01.03.04,MODELADOR BOJO- 1601,UNDERWARE,SHAPEWARE,CONTINUO,VI LINGERIE,ATIVO
2756,01.01.09,SOUTIEN SUSTENTAÇÃO- 1614,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,INATIVO
2757,01.27.68,PQ MAMAE NOEL - 3004,EROTICA,INDEFINIDA,CONTINUO,PIMENTA QUENTE,AGRUPADO
2758,01.27.69,PQ MAMAE NOEL - 5704,EROTICA,INDEFINIDA,CONTINUO,PIMENTA QUENTE,AGRUPADO
2759,01.27.70,PQ MAMAE NOEL PLUS SIZE- 990,EROTICA,INDEFINIDA,CONTINUO,PIMENTA QUENTE,AGRUPADO
2760,01.01.06,SOUTIEN TQC ALÇA SILICONE - 1449,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,ATIVO
2761,01.01.35,SOUTIEN PLUS SIZE RENDA - 210171,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,SALDO
2762,01.49.5,CAMISA VISCOSE S/M - C7259,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2763,01.49.5,CAMISA VISCOSE S/M - C7259,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2764,01.49.5,CAMISA VISCOSE S/M - C7259,VESTUARIO,INDEFINIDA,VERAO - 2014,CATIVA,INATIVO
2765,01.01.02,SOUTIEN REGATA COM BOJO - 110181,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,ATIVO
2766,01.01.35,SOUTIEN PLUS SIZE RENDA - 210171,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,SALDO
2767,01.18.65,TOP BASE BOJO ALÇA FINA EST- SAM014,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2768,01.18.65,TOP BASE BOJO ALÇA FINA EST- SAM014,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2769,01.18.65,TOP BASE BOJO ALÇA FINA EST- SAM014,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2770,01.18.66,TOP BASE BOJO ALÇA FINA LISO- SAM015,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2771,01.18.67,TOP TQC EST  - SAM016,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,SALDO
2772,01.18.67,TOP TQC EST  - SAM016,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2773,01.18.67,TOP TQC EST  - SAM016,MODA PRAIA,INDEFINIDA,VERAO - 2013,SAMPRAIA,INATIVO
2774,01.19.60,CALCA BIQ JOIA LISA - SAM001,MODA PRAIA,BASICO,VERAO - 2013,SAMPRAIA,SALDO
2775,01.19.60,CALCA BIQ JOIA LISA - SAM001,MODA PRAIA,BASICO,VERAO - 2013,SAMPRAIA,SALDO
2776,01.19.60,CALCA BIQ JOIA LISA - SAM001,MODA PRAIA,BASICO,VERAO - 2017,SAMPRAIA,INATIVO
2777,01.19.60,CALCA BIQ JOIA LISA - SAM001,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,SALDO
2778,01.19.60,CALCA BIQ JOIA LISA - SAM001,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,SALDO
2779,01.19.60,CALCA BIQ JOIA LISA - SAM001,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,SALDO
2780,01.19.60,CALCA BIQ JOIA LISA - SAM001,MODA PRAIA,BASICO,VERAO - 2013,SAMPRAIA,SALDO
2781,01.19.61,CALCA BIQ JOIA EST - SAM002,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2782,01.19.61,CALCA BIQ JOIA EST - SAM002,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2783,01.19.61,CALCA BIQ JOIA EST - SAM002,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2784,01.19.61,CALCA BIQ JOIA EST - SAM002,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2785,01.19.61,CALCA BIQ JOIA EST - SAM002,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2786,01.01.21,SOUTIEN TQC - 310250,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,ATIVO
2787,01.70.44,SOUTIEN STRAPPY RS- 3583,UNDERWARE,RENDA,INDEFINIDA,ROSA SAFIRA,SALDO
2788,01.70.44,SOUTIEN STRAPPY RS- 3583,UNDERWARE,RENDA,INDEFINIDA,ROSA SAFIRA,SALDO
2789,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2790,01.70.44,SOUTIEN STRAPPY RS- 3583,UNDERWARE,RENDA,INDEFINIDA,ROSA SAFIRA,SALDO
2791,01.70.44,SOUTIEN STRAPPY RS- 3583,UNDERWARE,RENDA,INDEFINIDA,ROSA SAFIRA,SALDO
2792,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2793,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2794,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2795,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2796,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2797,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
2798,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
2799,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
2800,01.70.44,SOUTIEN STRAPPY RS- 3583,UNDERWARE,RENDA,INDEFINIDA,ROSA SAFIRA,SALDO
2801,01.02.22,CAL FD RENDA - 502412,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2802,01.02.22,CAL FD RENDA - 502412,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2803,01.70.44,SOUTIEN STRAPPY RS- 3583,UNDERWARE,RENDA,INDEFINIDA,ROSA SAFIRA,SALDO
2804,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2805,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2806,01.02.19,CAL FS RENDA - 502334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
2807,02.02.04,CUECA SLIP COTTON - 173.03,UNDERWARE,MASCULINO,CONTINUO,MASH,ATIVO
2808,02.02.04,CUECA SLIP COTTON - 173.03,UNDERWARE,MASCULINO,CONTINUO,MASH,ATIVO
2809,02.02.04,CUECA SLIP COTTON - 173.03,UNDERWARE,MASCULINO,CONTINUO,MASH,ATIVO
2810,02.02.04,CUECA SLIP COTTON - 173.03,UNDERWARE,MASCULINO,CONTINUO,MASH,ATIVO
2811,01.15.15,VESTIDO EST ML - BRS0045,VESTUARIO,INDEFINIDA,VERAO - 2015,BRAS,ATIVO
2812,01.15.15,VESTIDO EST ML - BRS0045,VESTUARIO,INDEFINIDA,VERAO - 2015,BRAS,ATIVO
2813,01.15.15,VESTIDO EST ML - BRS0045,VESTUARIO,INDEFINIDA,VERAO - 2015,BRAS,ATIVO
2814,01.19.61,CALCA BIQ JOIA EST - SAM002,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2815,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2816,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2014,SAMPRAIA,INATIVO
2817,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2818,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2819,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2820,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2821,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2822,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2823,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,SALDO
2824,01.19.62,CALCA BOMBOM LISA - SAM003,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,SALDO
2825,01.19.63,CALCA BOMBOM EST- SAM004,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2826,01.19.63,CALCA BOMBOM EST- SAM004,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2827,01.19.63,CALCA BOMBOM EST- SAM004,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2828,01.19.63,CALCA BOMBOM EST- SAM004,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,INATIVO
2829,01.19.63,CALCA BOMBOM EST- SAM004,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,SALDO
2830,01.19.63,CALCA BOMBOM EST- SAM004,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,SALDO
2831,01.19.64,CALCA FIO LISA- SAM005,MODA PRAIA,INDEFINIDA,VERAO - 2013,SAMPRAIA,INATIVO
2832,01.19.64,CALCA FIO LISA- SAM005,MODA PRAIA,INDEFINIDA,VERAO - 2013,SAMPRAIA,INATIVO
2833,01.19.64,CALCA FIO LISA- SAM005,MODA PRAIA,INDEFINIDA,VERAO - 2013,SAMPRAIA,INATIVO
2834,01.19.64,CALCA FIO LISA- SAM005,MODA PRAIA,INDEFINIDA,VERAO - 2013,SAMPRAIA,INATIVO
2835,01.19.64,CALCA FIO LISA- SAM005,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,SALDO
2836,01.19.64,CALCA FIO LISA- SAM005,MODA PRAIA,INDEFINIDA,VERAO - 2014,SAMPRAIA,SALDO
2837,01.19.65,CALCA SHORT LISA - SAM006,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2838,01.19.65,CALCA SHORT LISA - SAM006,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
2839,01.19.65,CALCA SHORT LISA - SAM006,MODA PRAIA,BASICO,VERAO - 2016,SAMPRAIA,INATIVO
